order_id,product_id,add_to_cart_order,reordered
3052,31387,12,0
3052,34104,5,1
3052,36436,4,1
3053,41561,3,1
3055,41242,1,1
3057,22767,7,1
3057,23002,4,1
3057,27133,6,1
3057,41072,5,1
3059,8396,1,0
3060,39448,6,1
3061,13323,5,0
3061,17356,6,0
3062,437,9,0
3062,13807,7,0
3062,18681,1,1
3062,20297,13,0
3062,23649,11,0
3062,29719,5,0
3062,34202,16,0
3062,38747,15,0
3062,46475,2,1
3064,11029,5,1
3064,23430,4,1
3064,28021,3,0
3065,35765,13,0
3067,4862,1,0
3069,12748,21,0
3069,29996,16,0
3070,39248,1,0
3071,5907,8,0
3071,26223,2,1
3071,33007,9,0
3071,36574,3,1
3072,16234,8,1
3072,42471,26,0
3073,2189,6,1
3073,10710,5,0
3073,25947,4,0
3074,40826,4,1
3075,1749,7,1
3075,17017,14,0
3075,36968,8,1
3075,44418,6,1
3076,12551,10,0
3076,30662,1,0
3077,9275,6,0
3077,14469,3,0
3080,1354,18,0
3080,19846,10,0
3080,28977,17,0
3080,32534,7,0
3080,35537,16,0
3080,36668,19,0
3080,41390,20,0
3080,43171,14,0
3080,46484,13,0
3080,48304,3,0
3083,28277,1,1
3084,28450,13,0
3084,38909,8,0
3085,20489,7,1
3085,28754,13,1
3085,41745,2,0
3086,10890,1,1
3087,9324,26,0
3087,24721,15,1
3087,25527,12,1
3087,30245,24,1
3087,34208,3,1
3088,17836,2,0
3089,25300,16,0
3089,48543,15,0
3092,13974,9,0
3092,33079,6,0
3094,33214,15,1
3094,35495,8,1
3094,49327,11,1
3095,2536,2,1
3096,42606,3,0
3097,9762,24,0
3097,16382,7,1
3097,19510,9,0
3097,19578,14,1
3097,34604,22,1
3097,35830,15,1
3098,21575,9,0
3098,23009,11,0
3099,27897,16,1
3099,31513,10,1
3099,39432,7,1
3099,47820,17,1
3100,34942,5,1
3101,30905,6,1
3101,35142,7,1
3102,35701,2,0
3102,43744,3,0
3104,2338,5,1
3104,10421,1,1
3104,11798,2,1
3104,13396,8,1
3105,7306,1,1
3105,9362,15,0
3105,26792,8,1
3105,28172,13,0
3105,28174,9,1
3105,39847,4,0
3106,12139,10,0
3107,22673,1,0
3107,24628,5,0
3107,26227,2,0
3108,31958,2,1
3110,15758,1,0
3112,32020,2,0
3114,8619,13,1
3114,16725,15,1
3114,17256,2,1
3114,23625,16,1
3115,9756,6,0
3117,1150,4,1
3117,11128,7,1
3117,18632,2,0
3117,20864,9,0
3117,32507,5,1
3117,34509,1,1
3119,7463,2,0
3119,45392,5,0
3120,12013,7,0
3120,14252,12,0
3120,29020,3,0
3120,37923,6,0
3121,43194,1,0
3122,2786,2,1
3122,5621,14,1
3122,17747,9,1
3124,13378,6,1
3124,21780,4,1
3126,26133,18,0
3127,3771,3,1
3128,3270,16,0
3128,42562,7,1
3129,480,22,0
3129,5259,17,0
3129,7571,18,0
3129,22675,12,0
3129,24615,19,0
3129,32019,5,0
3129,34955,21,0
3129,36005,20,0
3129,42577,4,0
3131,45885,3,1
3132,14221,6,1
3133,10108,2,1
3136,10117,1,0
3136,12959,5,1
3136,26416,7,1
3137,38750,2,1
3139,16883,2,0
3140,9077,4,0
3140,34221,6,0
3143,16456,6,0
3143,25683,16,0
3143,31713,1,1
3143,39238,19,0
3144,9838,7,1
3144,10729,8,1
3144,14403,4,1
3144,33973,9,1
3145,6236,16,0
3145,9597,4,1
3145,15780,12,0
3145,31096,3,1
3145,37776,13,0
3145,47627,15,0
3147,11475,7,0
3147,22081,5,0
3147,48715,6,0
3148,28767,2,1
3149,22028,3,0
3149,25209,2,0
3149,36796,4,0
3150,7247,1,1
3151,13757,1,1
3151,34600,4,0
3152,14010,17,0
3152,17803,10,1
3153,228,6,1
3153,1571,10,0
3153,29007,8,1
3155,23919,5,0
3156,19886,2,1
3156,33668,22,1
3156,37046,3,0
3156,43545,29,1
3157,12129,1,1
3158,6135,1,0
3158,22139,7,0
3158,24293,3,0
3158,27748,2,0
3161,24281,2,1
3162,5163,20,1
3162,6470,33,0
3162,9039,8,1
3162,9692,16,1
3162,13009,18,1
3162,17323,27,0
3162,19095,2,0
3162,19912,39,0
3162,24955,25,0
3162,27033,1,0
3162,27242,11,1
3162,28813,13,1
3162,36106,23,1
3162,38540,38,0
3162,41362,37,0
3162,41643,10,1
3162,47570,22,1
3164,5516,11,0
3164,32753,1,1
3164,42635,16,1
3165,9422,1,1
3168,17281,16,1
3170,3917,5,0
3170,43005,7,0
3170,49665,4,0
3171,16278,12,0
3171,31853,11,1
3173,7877,11,0
3173,17572,5,0
3175,11158,7,1
3175,21793,24,1
3175,24004,1,1
3175,30352,9,1
3175,32081,10,1
3175,34940,19,0
3175,41385,26,0
3177,35065,2,1
3178,6457,5,1
3178,11162,10,0
3178,29125,9,0
3178,39138,11,0
3178,42725,7,0
3180,24267,3,1
3180,42504,1,1
3182,2234,7,1
3182,13418,2,0
3182,20699,6,1
3182,27964,5,0
3182,36912,4,0
3182,43894,10,1
3183,22990,6,1
3184,22744,18,0
3184,35469,12,0
3185,3585,10,1
3185,25387,17,1
3185,26599,18,1
3185,29565,15,0
3189,16808,15,0
3189,18037,3,1
3189,18910,16,0
3189,26454,25,0
3189,46890,21,0
3192,10469,10,1
3192,40537,28,0
3192,41770,1,1
3192,46608,27,0
3193,42775,2,0
3195,31730,6,1
3196,26251,3,0
3196,31020,2,0
3196,45421,4,0
3197,2272,8,0
3198,1397,34,0
3198,3634,31,1
3198,26143,10,0
3198,30563,21,0
3199,2021,5,0
3199,7728,2,1
3206,42551,26,0
3206,46134,21,0
3206,47664,23,0
3207,3283,2,1
3207,47546,1,1
3208,7379,8,1
3210,5614,19,0
3210,18094,20,0
3210,23445,7,1
3210,24930,6,1
3210,31345,11,1
3210,35919,5,1
3213,17988,9,1
3213,33438,3,0
3218,6857,1,0
3219,12571,6,1
3222,6152,3,0
3224,5024,15,0
3224,40663,5,0
3226,13128,5,0
3226,38815,4,0
3226,47790,2,1
3228,11090,3,1
3230,20323,10,0
3231,4821,15,1
3231,8968,26,1
3231,23737,9,1
3231,29484,19,1
3231,35756,25,1
3231,47011,13,1
3232,1603,9,0
3232,5314,6,1
3232,7126,7,1
3232,41557,5,1
3233,4056,16,1
3233,44146,20,1
3234,32550,1,0
3235,41777,2,0
3235,41961,4,0
3236,10875,3,0
3236,43769,2,0
3237,19138,2,0
3237,20811,3,0
3238,42029,11,1
3240,40339,7,1
3241,45208,2,0
3244,4664,16,1
3245,2566,14,1
3245,26250,1,1
3246,12471,2,0
3248,18267,4,0
3248,41782,2,0
3248,43626,1,0
3250,13958,5,0
3250,46059,4,0
3251,14623,9,0
3251,16859,11,0
3251,29910,10,0
3251,46788,6,0
3252,7955,4,1
3253,6975,7,0
3253,33463,8,0
3255,1514,1,1
3255,21626,2,1
3255,38247,9,1
3256,13449,7,0
3256,15707,11,0
3256,28311,9,0
3256,45630,8,0
3260,27968,1,0
3260,43231,7,1
3261,9890,9,0
3261,21512,6,1
3261,22422,5,0
3261,30333,7,1
3262,13005,6,1
3264,34069,2,0
3266,39977,11,1
3268,46096,7,1
3272,17936,15,0
3272,49320,6,1
3273,267,1,1
3273,737,9,0
3273,4746,2,1
3273,14372,8,1
3273,31136,6,1
3277,30820,3,0
3279,9054,15,0
3279,41917,10,1
3279,45056,4,1
3282,15469,10,1
3282,23487,11,0
3282,37246,9,0
3282,40239,7,0
3283,7578,11,0
3283,10360,8,1
3283,22565,1,1
3283,44047,17,0
3284,10423,5,0
3284,10834,7,0
3284,13748,8,0
3284,16176,2,0
3284,25598,10,0
3284,43550,9,0
3284,48990,11,1
3285,9285,1,0
3286,4106,11,0
3286,17957,21,0
3286,29453,12,0
3286,45393,7,0
3288,211,17,0
3288,12950,18,0
3288,25362,8,1
3288,28912,19,0
3288,42710,5,1
3291,17731,11,1
3291,18150,21,0
3291,22613,20,1
3293,6750,10,1
3293,10234,4,1
3293,27714,7,0
3293,46755,2,1
3294,16613,2,1
3295,46770,5,1
3297,22353,11,1
3297,38302,4,1
3297,43324,21,0
3298,11951,3,0
3298,33931,4,0
3298,49054,1,1
3299,19775,23,0
3299,30678,20,0
3301,20631,10,1
3301,26036,3,1
3301,32106,8,1
3301,35302,11,1
3303,9000,2,0
3305,5318,1,0
3305,15273,2,0
3305,17874,6,0
3308,8959,10,1
3308,30682,8,0
3311,2841,2,1
3311,46058,6,1
3313,2985,17,0
3313,8802,1,1
3313,17541,10,0
3313,45139,11,0
3314,6503,1,0
3314,8988,4,1
3315,415,11,0
3315,41387,3,1
3315,49387,5,0
3318,10349,1,1
3318,15453,5,1
3318,20161,2,1
3322,20567,12,0
3322,29374,10,0
3322,31425,3,1
3324,47193,9,0
3328,23805,7,0
3328,36362,2,1
3329,1461,9,0
3329,24427,3,1
3329,48568,5,0
3332,34823,3,1
3333,9155,6,0
3337,23541,1,0
3338,2374,3,1
3338,18855,2,0
3338,21689,19,0
3338,28379,24,0
3338,37654,22,0
3338,38377,4,0
3338,41171,5,0
3340,9171,11,0
3341,26727,4,1
3342,7734,6,1
3342,33410,5,1
3342,35127,2,1
3346,6380,4,1
3346,35782,1,1
3346,38182,6,1
3347,44054,4,1
3351,41060,1,0
3352,631,10,0
3352,26129,4,1
3352,34247,3,0
3353,7748,2,0
3353,8187,8,0
3353,42258,10,0
3354,41697,8,1
3355,37504,6,0
3358,19050,9,1
3360,27750,4,1
3361,1382,1,0
3361,25627,8,0
3361,37183,2,0
3361,40269,7,0
3362,23230,13,1
3362,46901,2,0
3363,6541,3,1
3365,39166,4,1
3366,5103,11,0
3366,41271,7,0
3366,43759,6,0
3366,49229,16,0
3367,21314,5,1
3367,26396,2,0
3367,29346,4,1
3369,2054,36,1
3369,2797,5,1
3369,7569,25,1
3369,30155,34,1
3369,36962,13,1
3372,43436,3,1
3379,24524,10,0
3379,37244,9,0
3385,11768,3,0
3385,17040,4,1
3385,43209,2,1
3386,37787,6,1
3387,17824,11,0
3387,29695,20,1
3387,36173,7,0
3387,42227,17,0
3387,43142,18,1
3389,13085,7,1
3390,29929,3,0
3392,6734,9,0
3392,7035,11,1
3392,12674,10,0
3394,22831,11,1
3394,27463,2,0
3394,27570,5,1
3394,27827,4,1
3394,39512,1,0
3394,40630,6,1
3398,1646,17,0
3398,13782,14,0
3398,39667,7,0
3404,10534,2,1
3404,32170,1,1
3406,24679,4,1
3406,40696,3,1
3410,30946,6,0
3410,49463,2,1
3411,39623,5,1
3414,19664,2,1
3414,27757,4,1
3414,42804,6,1
3417,14173,3,1
3420,18999,6,0
3420,28326,11,0
3421,14364,6,0
3421,37107,2,0
3425,9177,11,0
3426,29993,2,1
3426,31391,4,1
3426,42675,11,0
3427,41009,9,1
3427,46004,28,0
3429,4671,4,1
3429,27326,8,1
3429,49585,7,0
3431,32047,6,1
3431,42026,8,1
3431,47091,12,1
3432,19613,3,1
3433,11933,2,0
3434,7515,9,1
3434,29442,13,1
3434,33881,8,1
3438,2487,2,0
3438,44883,4,0
3438,48684,6,1
3439,36726,2,1
3442,27963,7,0
3443,14669,23,0
3443,38447,12,0
3444,49198,1,1
3445,13187,1,1
3445,40795,2,1
3445,41569,7,1
3446,18598,6,0
3446,28437,13,0
3449,24333,4,1
3449,27872,5,1
3451,1371,9,0
3451,7389,10,1
3451,15850,1,1
3451,42696,5,0
3452,12953,1,1
3453,295,13,0
3453,2759,10,0
3453,42502,9,0
3453,45769,1,0
3453,48542,17,0
3455,5899,13,1
3457,10999,3,0
3458,6970,3,1
3458,9534,6,1
3458,23631,5,0
3459,14882,2,1
3459,15976,3,1
3459,29184,11,1
3459,34160,13,0
3460,30659,16,1
3460,32423,13,1
3460,46327,5,1
3463,12770,3,0
3464,33373,20,0
3465,43335,1,0
3466,9437,3,1
3467,16756,1,1
3468,34343,1,1
3470,14073,5,1
3470,31469,13,1
3470,42145,1,0
3470,45615,7,0
3470,47861,8,1
3471,1955,6,0
3471,16551,5,0
3471,29133,11,0
3471,43510,1,0
3474,94,4,1
3474,23848,18,0
3474,47223,15,1
3475,5962,9,0
3475,9397,8,0
3475,19819,5,1
3478,15323,1,0
3480,3876,10,0
3480,8224,23,0
3480,13581,25,0
3480,34305,7,0
3480,49544,21,0
3482,38563,10,1
3482,42408,9,1
3483,47168,2,1
3487,3275,5,0
3487,16430,7,0
3487,21590,6,0
3487,33370,3,0
3488,30219,4,1
3488,38664,17,0
3489,231,9,0
3489,963,6,0
3489,15305,2,0
3489,29279,8,0
3489,37800,5,0
3491,4870,8,0
3491,37400,7,0
3493,853,2,1
3496,12060,7,1
3496,44262,6,0
3497,20636,3,1
3497,24617,4,1
3499,2522,6,0
3500,25906,15,0
3500,26163,2,0
3501,760,2,0
3501,2317,1,0
3501,46189,5,1
3503,14333,13,0
3508,5858,14,0
3508,7242,15,0
3508,35968,7,1
3510,40279,5,1
3511,10862,9,0
3512,42248,5,0
3515,34834,1,1
3517,27024,8,0
3517,30557,2,1
3518,28508,4,0
3518,38949,5,1
3521,6129,4,0
3521,42341,8,0
3521,45674,6,0
3521,48154,5,1
3521,49508,7,0
3522,3143,13,0
3522,13609,3,1
3522,34578,12,1
3522,36249,11,0
3523,168,3,0
3523,6030,7,1
3523,15739,4,1
3523,25546,22,1
3523,28275,24,0
3523,33474,21,1
3523,34822,12,1
3523,37645,29,0
3523,41562,5,1
3523,43093,16,1
3523,44568,1,1
3523,46429,14,1
3523,47818,20,1
3524,40966,5,0
3525,5358,23,1
3526,273,1,1
3530,11224,18,0
3531,27278,11,0
3531,45162,9,0
3532,7165,6,0
3534,44354,3,0
3536,10335,7,1
3536,48444,5,1
3539,28358,1,1
3541,49531,1,0
3542,22981,28,0
3545,12771,8,0
3546,10944,9,0
3547,3223,3,1
3547,13326,13,1
3547,14783,24,0
3547,27522,12,1
3547,31997,22,0
3547,40892,16,1
3547,48163,1,1
3547,48704,9,1
3548,8617,2,0
3550,22600,4,1
3551,28973,1,0
3561,20395,1,1
3565,12713,1,1
3565,31888,6,1
3567,229,2,1
3567,2470,19,0
3567,2964,9,0
3567,26170,13,0
3567,41003,10,0
3568,4098,8,0
3569,30968,5,1
3569,48328,1,0
3570,28699,1,1
3572,15472,7,0
3572,19429,6,0
3572,40270,8,0
3573,29798,4,1
3573,32906,11,1
3574,31575,8,1
3576,990,14,1
3576,2923,7,0
3576,15398,4,0
3576,20721,10,0
3576,21278,1,1
3576,24336,9,0
3578,3023,4,1
3578,8769,1,1
3578,14820,8,0
3578,44512,5,0
3579,42526,6,0
3580,14562,11,0
3580,23480,8,1
3581,22289,12,1
3581,39692,14,0
3581,45302,13,0
3581,49666,15,0
3583,5464,10,0
3583,16033,1,0
3583,28719,3,1
3585,2422,3,0
3585,14104,1,0
3585,17598,6,0
3585,21602,5,0
3585,48599,4,0
3586,16410,4,1
3588,6146,4,1
3588,6360,14,0
3588,15274,17,0
3588,47397,8,1
3591,30157,1,0
3593,8322,6,1
3593,15809,16,1
3593,17426,13,1
3593,18245,11,0
3593,28829,15,1
3593,38929,19,1
3594,4546,17,0
3594,5367,19,0
3594,5384,16,1
3594,9352,12,1
3594,17421,13,1
3594,17985,6,1
3594,25475,18,0
3595,5552,6,0
3596,5329,3,0
3596,8945,1,0
3598,10227,4,0
3602,17993,15,0
3602,22476,1,1
3602,30030,7,1
3602,38608,6,1
3602,45138,11,1
3603,498,2,0
3603,1592,1,0
3603,3991,6,1
3603,5247,10,0
3603,12986,13,0
3603,27747,12,1
3603,29098,3,0
3603,33856,16,0
3603,43085,4,1
3604,695,7,1
3604,10463,1,1
3605,468,4,1
3605,31794,2,1
3605,36392,5,1
3605,43435,3,1
3605,45862,1,1
3606,2360,15,0
3606,11888,2,1
3606,26021,4,1
3607,45009,2,1
3608,5679,17,0
3608,11174,18,0
3608,19044,11,1
3608,21123,10,1
3608,24834,16,0
3608,25148,14,1
3608,29834,13,1
3608,34516,6,1
3609,18157,5,0
3612,2137,4,0
3612,29628,5,1
3612,31883,1,1
3613,12186,1,1
3614,32448,5,0
3615,3977,7,1
3616,24472,1,0
3617,9359,7,0
3618,48647,1,0
3619,18602,11,0
3619,38033,10,0
3620,16314,10,1
3621,20353,12,1
3622,27741,2,0
3622,48632,8,0
3623,446,12,1
3623,9372,5,1
3623,19474,16,1
3623,32771,10,1
3623,35700,6,1
3623,40760,9,1
3624,12140,16,0
3624,30223,4,1
3624,48251,10,1
3624,48588,15,0
3626,17094,2,1
3626,23700,1,1
3627,4443,1,1
3627,13064,2,0
3627,43989,3,1
3628,3334,9,0
3628,7837,7,1
3628,29804,8,1
3629,11926,13,1
3630,27770,5,0
3630,35216,1,1
3631,3967,11,1
3631,16013,7,0
3631,20175,6,1
3631,35978,13,1
3631,43508,9,1
3633,44056,6,0
3634,33394,5,1
3634,37729,6,0
3635,21447,2,1
3636,46945,9,1
3637,36759,17,0
3637,40449,10,0
3638,11729,17,0
3638,17997,11,0
3640,4354,4,1
3640,43973,7,1
3642,21330,6,1
3642,39211,3,0
3647,6317,24,1
3647,16289,5,1
3647,23139,17,1
3647,32201,4,1
3647,44781,6,1
3648,37711,3,1
3651,39504,14,0
3652,36591,8,1
3652,38139,3,1
3653,16227,2,0
3653,34023,11,0
3653,35501,12,0
3653,39019,16,0
3656,28044,1,1
3658,1642,1,0
3658,27868,9,0
3658,30695,8,0
3658,46607,7,0
3659,2038,1,0
3659,3104,6,0
3659,9408,10,0
3659,15160,4,0
3659,17283,5,0
3659,35262,2,0
3659,41158,9,0
3660,1541,9,0
3660,42724,2,0
3661,23879,4,1
3663,46805,3,0
3664,32563,1,1
3665,1464,15,1
3665,33704,1,0
3665,43629,5,0
3665,44749,10,0
3667,11129,10,0
3667,13143,2,0
3667,30440,8,1
3667,33251,12,0
3667,39964,20,0
3667,40013,22,1
3668,7929,19,0
3668,8835,18,0
3668,9403,2,0
3668,24457,20,0
3669,7807,1,0
3672,48723,5,1
3676,23177,9,0
3677,14146,4,1
3677,22309,3,1
3677,23819,8,1
3677,24582,9,1
3677,26477,11,1
3677,28606,20,1
3678,15115,5,0
3680,40883,1,1
3680,42659,2,1
3681,37032,4,1
3681,42387,6,1
3681,48004,8,1
3682,26756,8,0
3682,32979,1,0
3682,36479,4,1
3682,48127,2,1
3683,17477,18,1
3683,32096,12,1
3683,42623,19,0
3684,33511,5,0
3687,47107,3,0
3688,304,7,1
3688,1644,8,0
3688,32203,5,0
3688,32810,6,1
3692,45920,3,0
3695,38510,11,0
3697,17900,2,1
3698,18765,14,1
3698,49324,11,1
3700,37938,5,1
3703,26126,9,1
3703,39452,15,1
3703,45775,17,0
3704,594,9,1
3705,21909,9,1
3705,40847,11,1
3705,45869,3,1
3706,12315,8,1
3708,21289,5,0
3709,29938,1,1
3709,34492,5,1
3710,14306,3,0
3712,47135,7,0
3713,32557,4,1
3715,15960,11,1
3715,39999,1,0
3715,46060,10,1
3716,5019,6,1
3716,20540,5,1
3716,23425,7,1
3716,24774,9,0
3716,32000,15,0
3716,44177,12,1
3717,15642,13,0
3717,42297,17,0
3718,8805,2,1
3718,39464,5,0
3719,3146,2,1
3721,25176,7,1
3721,29783,6,1
3725,11636,2,0
3725,34320,4,1
3725,42416,8,0
3725,45873,1,0
3727,46769,5,1
3729,34717,1,0
3730,11046,21,0
3730,13660,18,0
3730,26701,17,0
3730,48781,3,1
3731,22534,24,0
3731,44099,18,0
3734,7711,2,0
3735,6581,1,0
3735,29586,6,0
3736,23540,1,1
3738,8031,16,0
3738,28290,9,1
3738,38299,2,1
3741,8029,12,0
3741,13337,3,0
3741,25329,14,1
3741,30645,10,1
3743,48903,4,0
3746,32943,4,1
3750,11896,1,0
3751,28490,2,1
3751,48071,1,1
3753,2514,8,1
3753,6255,5,0
3753,27191,2,0
3753,34759,6,1
3754,31233,4,1
3754,45610,9,0
3755,9277,4,0
3755,33349,1,0
3755,35869,3,0
3758,9358,2,1
3759,7883,11,0
3759,14162,6,1
3759,45000,7,0
3760,10889,12,0
3760,32703,21,0
3761,9486,11,0
3761,48181,13,0
3762,161,2,0
3762,24659,6,0
3762,29209,14,0
3762,37392,13,0
3762,44780,4,1
3763,7989,1,1
3763,16486,4,1
3764,26023,11,1
3764,27622,14,1
3764,39099,12,1
3765,34275,9,1
3766,35124,6,0
3767,34356,4,1
3768,10613,2,1
3771,18011,2,0
3771,31654,1,1
3774,13650,6,0
3774,15572,4,0
3774,35148,5,0
3775,10763,10,1
3776,11614,1,1
3776,35395,7,0
3777,43056,1,0
3779,12313,10,0
3779,41700,9,0
3781,2744,1,0
3782,857,4,0
3783,5063,3,1
3783,5426,9,0
3783,29952,5,1
3784,6224,5,0
3784,30921,4,0
3784,41591,2,1
3786,37625,1,1
3788,32043,2,1
3789,8792,5,1
3792,7285,13,0
3792,20443,14,0
3792,33626,8,0
3792,38119,12,0
3793,32616,4,1
3794,17888,2,0
3794,27201,3,0
3795,1208,8,0
3795,33947,7,0
3797,1035,10,1
3797,22759,18,1
3797,29894,4,1
3797,32904,2,0
3797,33871,22,0
3797,41053,21,1
3797,42591,3,0
3797,47676,7,0
3798,26656,1,0
3798,47985,2,1
3799,4647,6,0
3799,29697,4,0
3800,5615,9,1
3800,8607,7,0
3800,31770,10,0
3800,44795,8,0
3801,6217,1,1
3801,6806,6,0
3801,26753,3,0
3802,633,1,1
3802,25470,5,1
3802,31350,2,1
3803,7836,3,1
3803,16683,4,1
3803,30036,1,1
3804,1273,11,0
3805,25025,8,1
3805,41559,13,1
3809,11104,1,0
3809,24534,7,0
3811,41,12,1
3811,1337,5,1
3811,25843,6,1
3811,26248,4,1
3811,33906,1,0
3812,43719,12,1
3812,45765,14,1
3812,46287,17,0
3813,12792,8,0
3813,15000,9,0
3813,29302,4,1
3813,34749,7,0
3813,44127,5,0
3813,48348,1,1
3814,7294,1,0
3815,611,3,1
3816,11314,10,1
3816,34794,1,1
3818,107,4,1
3818,8308,16,0
3818,12853,14,1
3818,17352,5,1
3818,18405,2,1
3818,38475,10,1
3818,47120,11,1
3820,42152,1,0
3822,5883,13,1
3822,35182,11,0
3823,6636,26,1
3823,14095,15,1
3823,45464,21,1
3824,20441,1,1
3824,47996,3,0
3825,1519,11,1
3827,17850,14,0
3827,42992,6,0
3827,48116,4,1
3828,9238,5,1
3828,36294,7,0
3829,5779,17,0
3829,24442,7,1
3829,34303,16,0
3829,43704,13,0
3829,45269,15,0
3831,49680,10,0
3837,5690,7,1
3843,27235,6,1
3844,43100,5,1
3844,48096,3,1
3847,9896,18,0
3847,15563,3,1
3847,20141,11,0
3847,20989,1,1
3847,48631,4,0
3848,19455,4,0
3848,27888,7,1
3848,48070,6,1
3849,3590,3,1
3849,9187,6,0
3849,22685,11,0
3849,27370,8,0
3849,34886,7,0
3849,42777,2,1
3851,15303,2,1
3851,24304,5,0
3851,35424,3,1
3852,16146,10,1
3852,21704,4,1
3852,37239,9,1
3854,25836,1,1
3855,4391,8,1
3855,30589,5,1
3856,1439,6,0
3862,6837,8,0
3862,49128,7,0
3864,30420,3,1
3865,15516,10,0
3865,36685,2,0
3868,19809,5,1
3868,25341,2,0
3868,43452,7,1
3869,49,3,0
3869,2573,4,1
3875,29313,2,1
3876,6482,12,1
3876,23126,19,1
3876,27848,25,0
3877,6629,2,0
3877,18437,1,0
3878,15050,7,1
3880,14730,4,0
3881,29205,3,1
3882,12007,4,1
3882,24199,3,0
3882,27017,5,0
3884,32621,5,1
3884,45176,3,1
3885,48091,4,1
3886,7301,2,1
3886,36267,5,0
3886,36670,8,0
3886,43459,10,0
3886,44660,3,0
3890,30674,7,0
3890,34620,6,1
3890,39300,9,1
3890,40077,11,0
3891,10598,8,1
3891,24142,10,1
3893,5642,29,0
3893,17738,28,0
3893,38248,27,1
3895,1563,17,0
3895,1767,7,0
3895,10029,15,0
3895,13822,9,0
3895,44579,10,0
3895,45994,1,0
3896,3855,6,1
3896,12618,15,0
3896,26735,2,1
3896,29613,8,1
3896,48347,12,0
3897,32413,3,1
3897,33665,1,1
3897,35499,2,1
3900,8169,2,1
3903,28692,4,1
3904,37557,2,0
3904,49169,9,1
3905,15428,3,0
3905,23810,4,0
3910,34703,3,0
3911,3777,1,0
3913,6927,7,1
3913,16180,1,0
3913,37563,2,0
3915,13853,11,0
3917,972,10,1
3917,22490,18,1
3917,35721,20,0
3917,39612,6,1
3918,20396,12,0
3918,30995,8,0
3918,35084,4,1
3919,9587,4,1
3923,1175,13,0
3925,3664,14,0
3925,9067,5,1
3927,2626,19,0
3927,4506,22,0
3927,10948,4,0
3927,22672,18,1
3927,29274,21,0
3928,11678,4,0
3928,25124,3,0
3929,31248,10,0
3929,40912,9,0
3931,10403,9,1
3931,44882,13,0
3931,49335,8,0
3932,7861,14,0
3932,34844,5,1
3932,37492,7,1
3932,43080,2,1
3932,44979,3,1
3933,6585,5,1
3933,7505,2,1
3934,15345,17,0
3934,45766,14,0
3935,10826,27,1
3935,18229,19,1
3935,24985,24,1
3935,27530,30,1
3942,25746,9,0
3942,29066,10,0
3943,31860,2,0
3944,1925,9,1
3944,17396,4,1
3945,5351,10,0
3945,8064,5,1
3945,11035,4,1
3945,13558,3,1
3945,36615,11,0
3945,42104,2,0
3945,43096,8,1
3947,26504,14,0
3948,36897,2,0
3950,24884,3,0
3952,46266,1,1
3953,43900,7,1
3954,19622,5,0
3954,43357,3,0
3954,48132,8,1
3955,12846,3,0
3958,9659,3,1
3959,2320,23,0
3959,13045,18,1
3959,28380,17,1
3959,48255,13,1
3960,11934,3,1
3960,20756,1,0
3960,24662,6,0
3960,29461,7,0
3963,45566,3,0
3964,29826,3,1
3966,12879,6,1
3967,20850,14,0
3968,13014,8,1
3969,10059,15,0
3969,28149,9,0
3969,47026,10,0
3970,11849,1,0
3973,17709,2,0
3973,18411,3,0
3976,10448,3,1
3977,14414,2,1
3982,22912,9,0
3984,49318,4,0
3986,34991,16,0
3986,47738,5,0
3987,9270,17,0
3987,25997,6,0
3987,48935,9,0
3988,1612,11,1
3988,36988,13,1
3989,33402,7,1
3992,7681,3,1
3992,16029,5,1
3992,28820,1,1
3993,16460,6,0
3993,25350,3,0
3993,42518,2,0
3996,8536,7,0
3996,12904,8,1
3996,18188,2,1
3996,29805,5,1
3996,46282,3,1
3998,1115,8,0
3998,8743,7,1
3998,16109,1,1
3998,20577,16,0
3998,28255,12,1
3998,31911,14,0
3998,41969,3,1
3998,46630,2,1
3998,49594,6,1
4001,15683,7,0
4001,26876,12,1
4001,35075,9,0
4005,730,15,0
4005,20157,10,1
4008,30814,9,0
4009,45279,6,1
4010,48031,2,1
4013,45061,4,0
4013,45687,3,1
4014,13936,6,0
4018,10366,6,0
4018,16470,11,0
4018,43893,7,0
4021,20512,1,1
4022,22365,6,1
4022,38886,16,1
4023,350,1,0
4023,1190,2,1
4024,39863,3,1
4027,2993,17,0
4027,15536,10,1
4030,3177,21,0
4030,7560,19,1
4030,8067,8,1
4030,14727,6,1
4030,16334,20,0
4030,16587,18,1
4030,25548,1,1
4030,28118,7,1
4030,32872,2,1
4030,43998,14,0
4030,49027,3,0
4031,150,5,1
4031,15348,9,1
4031,29840,7,1
4031,31610,1,1
4032,22793,5,0
4032,25504,6,0
4033,27437,5,1
4033,38473,3,1
4038,3442,3,0
4038,7645,19,0
4038,11348,14,0
4038,18333,20,0
4038,25144,5,0
4038,45394,1,0
4039,2668,10,1
4039,4011,14,1
4039,14903,11,1
4039,33950,3,1
4041,42513,5,1
4042,12542,6,1
4043,13219,1,1
4046,11344,1,1
4049,30737,3,1
4049,35008,2,1
4052,8225,1,1
4052,13649,3,1
4052,13749,8,0
4052,17650,7,0
4054,11300,4,1
4056,19814,5,0
4056,32440,3,0
4056,33301,4,0
4057,642,7,0
4060,1366,8,1
4060,2414,2,1
4060,2634,5,1
4060,2858,4,1
